iso_ts,t_perf,sample_idx,fsr1,fsr2,fsr3,fsr4,event,lane,detail
2025-10-15T13:17:59.236493,179225.419335,1,251,232,0,247,,,
2025-10-15T13:17:59.243175,179225.426052,2,250,232,0,247,,,
2025-10-15T13:17:59.247163,179225.429708,3,251,232,0,247,,,
2025-10-15T13:17:59.252150,179225.434681,4,249,232,0,247,,,
2025-10-15T13:17:59.259131,179225.442202,5,248,232,0,247,,,
2025-10-15T13:17:59.262123,179225.445042,6,248,232,0,247,,,
2025-10-15T13:17:59.267109,179225.450094,7,250,232,0,247,,,
2025-10-15T13:17:59.272096,179225.455209,8,251,232,0,247,,,
2025-10-15T13:17:59.278081,179225.461162,9,251,232,0,247,,,
2025-10-15T13:17:59.281072,179225.464376,10,251,232,0,249,,,
2025-10-15T13:17:59.287056,179225.469626,11,249,232,0,248,,,
2025-10-15T13:17:59.294039,179225.477031,12,249,232,0,248,,,
2025-10-15T13:17:59.297030,179225.479801,13,250,234,0,248,,,
2025-10-15T13:17:59.302016,179225.484881,14,251,235,0,248,,,
2025-10-15T13:17:59.308998,179225.492024,15,251,234,0,248,,,
2025-10-15T13:17:59.313990,179225.496415,16,249,233,0,248,,,
2025-10-15T13:17:59.317974,179225.500457,17,250,232,0,248,,,
2025-10-15T13:17:59.322961,179225.505593,18,251,234,0,248,,,
2025-10-15T13:17:59.328944,179225.511468,19,249,235,0,248,,,
2025-10-15T13:17:59.331964,179225.514714,20,248,233,0,248,,,
2025-10-15T13:17:59.336923,179225.519937,21,250,232,0,248,,,
2025-10-15T13:17:59.342907,179225.526009,22,251,233,0,248,,,
2025-10-15T13:17:59.347894,179225.530282,23,251,232,0,248,,,
2025-10-15T13:17:59.352880,179225.535368,24,251,232,0,248,,,
2025-10-15T13:17:59.360861,179225.543526,25,251,232,0,248,,,
2025-10-15T13:17:59.362854,179225.545729,26,251,232,0,248,,,
2025-10-15T13:17:59.366843,179225.549739,27,251,232,0,248,,,
2025-10-15T13:17:59.371829,179225.554820,28,251,232,0,250,,,
2025-10-15T13:17:59.377815,179225.560272,29,251,232,0,249,,,
2025-10-15T13:17:59.381803,179225.565121,30,251,232,0,248,,,
2025-10-15T13:17:59.387787,179225.570225,31,251,234,0,248,,,
2025-10-15T13:17:59.392774,179225.575724,32,251,232,0,248,,,
2025-10-15T13:17:59.397766,179225.580519,33,251,232,0,248,,,
2025-10-15T13:17:59.402747,179225.585720,34,251,232,0,248,,,
2025-10-15T13:17:59.409728,179225.592201,35,251,232,0,248,,,
2025-10-15T13:17:59.412721,179225.595075,36,251,232,0,248,,,
2025-10-15T13:17:59.416709,179225.599970,37,251,232,0,248,,,
2025-10-15T13:17:59.425686,179225.608151,38,251,232,0,248,,,
2025-10-15T13:17:59.427681,179225.610965,39,251,234,0,248,,,
2025-10-15T13:17:59.432674,179225.615394,40,249,235,0,248,,,
2025-10-15T13:17:59.439648,179225.622510,41,251,235,0,248,,,
2025-10-15T13:17:59.443640,179225.626179,42,249,235,0,248,,,
2025-10-15T13:17:59.447656,179225.630845,43,250,235,0,248,,,
2025-10-15T13:17:59.451645,179225.634920,44,251,233,0,248,,,
2025-10-15T13:17:59.458620,179225.641469,45,251,234,0,248,,,
2025-10-15T13:17:59.462593,179225.645451,46,251,232,0,248,,,
2025-10-15T13:17:59.467581,179225.650242,47,251,232,0,248,,,
2025-10-15T13:17:59.474555,179225.656921,48,251,232,0,248,,,
2025-10-15T13:17:59.477548,179225.660654,49,251,234,0,248,,,
2025-10-15T13:17:59.482533,179225.665797,50,251,233,0,248,,,
2025-10-15T13:17:59.489515,179225.672301,51,251,234,0,248,,,
2025-10-15T13:17:59.493505,179225.675894,52,249,235,0,248,,,
2025-10-15T13:17:59.497493,179225.680176,53,248,235,0,248,,,
2025-10-15T13:17:59.502480,179225.685173,54,250,233,0,248,,,
2025-10-15T13:17:59.508470,179225.691219,55,251,234,0,248,,,
2025-10-15T13:17:59.512454,179225.695713,56,251,235,0,248,,,
2025-10-15T13:17:59.517472,179225.700719,57,251,235,0,248,,,
2025-10-15T13:17:59.525454,179225.707943,58,251,235,0,248,,,
2025-10-15T13:17:59.528439,179225.711006,59,251,233,0,246,,,
2025-10-15T13:17:59.533397,179225.716093,60,249,232,0,247,,,
2025-10-15T13:17:59.539382,179225.722199,61,250,232,0,247,,,
2025-10-15T13:17:59.543432,179225.725988,62,251,234,0,247,,,
2025-10-15T13:17:59.547411,179225.730496,63,248,232,0,247,,,
2025-10-15T13:17:59.552398,179225.735604,64,250,232,0,247,,,
2025-10-15T13:17:59.558382,179225.741537,65,251,232,0,247,,,
